0,1,2,3,4,5,6,7,8,9,10
epoch,state,accuracy,loss,current,batch_size,BinaryMatthewsCorrCoef,precision,recall,specificity,F1Scores
0,train,0.5773584842681885,32.557159423828125,0,4009,0.03073706664144993,0.1682243049144745,0.4390243887901306,0.6026785969734192,0.2432432472705841
0,train,0.5924528241157532,33.340919494628906,5,4009,0.12380397319793701,0.21052631735801697,0.5714285969734192,0.5964125394821167,0.3076923191547394
0,train,0.5849056839942932,27.79286003112793,10,4009,0.02579696848988533,0.1428571492433548,0.4285714328289032,0.6086956262588501,0.2142857164144516
0,train,0.6037735939025879,33.34812545776367,15,4009,0.06366686522960663,0.1881188154220581,0.4523809552192688,0.6322869658470154,0.2657342553138733
0,train,0.5433962345123291,42.09493637084961,20,4009,-0.06592118740081787,0.1666666716337204,0.3207547068595886,0.599056601524353,0.21935483813285828
0,train,0.6075471639633179,34.93726348876953,25,4009,0.05731186643242836,0.19387754797935486,0.4318181872367859,0.6425339579582214,0.26760563254356384
0,train,0.6377358436584473,37.303810119628906,30,4009,0.11396524310112,0.23655913770198822,0.4680851101875305,0.6743119359016418,0.3142857253551483
0,train,0.5886792540550232,34.95627975463867,35,4009,-0.01635856181383133,0.15789473056793213,0.34090909361839294,0.6380090713500977,0.2158273309469223
0,train,0.6415094137191772,23.00691032409668,40,4009,0.09381625801324844,0.1489361673593521,0.48275861144065857,0.6610169410705566,0.22764228284358978
0,train,0.6339622735977173,23.00713539123535,45,4009,0.08787736296653748,0.1458333283662796,0.48275861144065857,0.6525423526763916,0.2240000069141388
0,train,0.6566037535667419,22.210281372070312,50,4009,0.09347347170114517,0.14606741070747375,0.4642857015132904,0.6793248653411865,0.2222222238779068
0,train,0.6566037535667419,36.48125076293945,55,4009,0.17679065465927124,0.2631579041481018,0.54347825050354,0.6803653240203857,0.3546099364757538
0,train,0.6603773832321167,26.16452407836914,60,4009,0.11898496747016907,0.17977528274059296,0.4848484992980957,0.6853448152542114,0.26229506731033325
0,train,0.6415094137191772,11.101428031921387,65,4009,0.006837132386863232,0.05494505539536476,0.3571428656578064,0.6573705077171326,0.095238097012043
0,train,0.6867924332618713,26.93491554260254,70,4009,0.2050187885761261,0.2247191071510315,0.5882353186607361,0.701298713684082,0.3252032399177551
0,train,0.6679245233535767,29.311817169189453,75,4009,0.15154042840003967,0.21348313987255096,0.5135135054588318,0.6929824352264404,0.30158731341362
0,train,0.701886773109436,12.661040306091309,80,4009,0.19917050004005432,0.12941177189350128,0.6875,0.7028112411499023,0.21782177686691284
0,train,0.6792452931404114,16.629297256469727,85,4009,0.1490979641675949,0.13636364042758942,0.5714285969734192,0.688524603843689,0.22018349170684814
0,train,0.645283043384552,26.164098739624023,90,4009,0.052715860307216644,0.14942528307437897,0.39393940567970276,0.681034505367279,0.21666666865348816
0,train,0.6792452931404114,26.181577682495117,95,4009,0.10051988065242767,0.17499999701976776,0.42424243688583374,0.7155172228813171,0.24778760969638824
0,train,0.7433962225914001,21.260244369506836,100,4009,0.3180953860282898,0.2469135820865631,0.7407407164573669,0.743697464466095,0.37037035822868347
0,train,0.6792452931404114,8.721213340759277,105,4009,0.06152508780360222,0.0595238097012043,0.4545454680919647,0.6889764070510864,0.10526315867900848
0,train,0.7056604027748108,33.9892578125,110,4009,0.25899556279182434,0.29885056614875793,0.604651153087616,0.7252252101898193,0.4000000059604645
0,train,0.6905660629272461,22.9053955078125,115,4009,0.17345930635929108,0.1882352977991104,0.5517241358757019,0.7076271176338196,0.28070175647735596
0,train,0.6150943636894226,36.52717590332031,120,4009,0.04248780757188797,0.19565217196941376,0.3913043439388275,0.6621004343032837,0.260869562625885
0,train,0.6679245233535767,37.143062591552734,125,4009,0.15925171971321106,0.26436781883239746,0.4893617033958435,0.7064220309257507,0.34328359365463257
0,train,0.6566037535667419,18.908973693847656,130,4009,0.1040758267045021,0.1318681389093399,0.5,0.6721991896629333,0.208695650100708
0,train,0.5622641444206238,35.79792022705078,135,4009,-0.11541304737329483,0.10989011079072952,0.2222222238779068,0.6318181753158569,0.14705882966518402
0,train,0.6150943636894226,21.375106811523438,140,4009,0.008343769237399101,0.10526315867900848,0.37037035822868347,0.6428571343421936,0.16393442451953888
0,train,0.649056613445282,25.280054092407227,145,4009,0.07976327836513519,0.15730337798595428,0.4375,0.6781116127967834,0.23140496015548706
0,train,0.652830183506012,28.564416885375977,150,4009,0.07802686095237732,0.1744185984134674,0.4166666567325592,0.6899563074111938,0.24590164422988892
0,train,0.6301887035369873,34.155696868896484,155,4009,0.041041214019060135,0.18390804529190063,0.3720930218696594,0.6801801919937134,0.2461538463830948
0,train,0.6075471639633179,34.13560104370117,160,4009,-0.00956805795431137,0.15730337798595428,0.3255814015865326,0.662162184715271,0.21212121844291687
0,train,0.6339622735977173,21.45020294189453,165,4009,0.0008995890966616571,0.10227272659540176,0.3333333432674408,0.668067216873169,0.156521737575531
0,train,0.6377358436584473,23.697900772094727,170,4009,0.08360522985458374,0.1489361673593521,0.46666666865348816,0.6595744490623474,0.22580644488334656
0,train,0.6113207340240479,26.11846923828125,175,4009,0.007031235843896866,0.12765957415103912,0.3636363744735718,0.6465517282485962,0.18897637724876404
0,train,0.652830183506012,22.819211959838867,180,4009,0.1221434473991394,0.16129031777381897,0.517241358757019,0.6694915294647217,0.24590164422988892
0,train,0.6264150738716125,18.9608097076416,185,4009,0.038282591849565506,0.10526315867900848,0.4166666567325592,0.6473029255867004,0.16806723177433014
0,train,0.6415094137191772,21.3630428314209,190,4009,0.06882114708423615,0.1304347813129425,0.4444444477558136,0.6638655662536621,0.20168067514896393
0,train,0.5849056839942932,27.87843894958496,195,4009,-0.05919970944523811,0.10526315867900848,0.2857142984867096,0.6304348111152649,0.1538461595773697
0,train,0.6603773832321167,17.999670028686523,200,4009,0.16084663569927216,0.1473684161901474,0.6086956262588501,0.6652892827987671,0.23728813230991364
0,train,0.6000000238418579,29.336633682250977,205,4009,0.010319925844669342,0.14432989060878754,0.37837839126586914,0.6359649300575256,0.20895522832870483
0,train,0.6000000238418579,19.09592628479004,210,4009,-0.04635037109255791,0.0729166641831398,0.2916666567325592,0.6307054162025452,0.11666666716337204
0,train,0.6226415038108826,16.53352928161621,215,4009,0.038083266466856,0.09278350323438644,0.4285714328289032,0.6393442749977112,0.1525423675775528
0,train,0.652830183506012,14.096857070922852,220,4009,0.1397613286972046,0.1145833358168602,0.6111111044883728,0.6558704376220703,0.19298245012760162
0,train,0.6075471639633179,30.995166778564453,225,4009,0.02263033390045166,0.15789473056793213,0.38461539149284363,0.6460176706314087,0.2238806039094925
0,train,0.6641509532928467,21.805667877197266,230,4009,0.13921160995960236,0.16483516991138458,0.5357142686843872,0.6793248653411865,0.2521008551120758
0,train,0.6377358436584473,40.89712905883789,235,4009,0.1415877789258957,0.2708333432674408,0.5,0.67136150598526,0.3513513505458832
0,train,0.6339622735977173,33.197044372558594,240,4009,0.09223827719688416,0.20430107414722443,0.4523809552192688,0.6681614518165588,0.28148147463798523
0,train,0.6566037535667419,13.167762756347656,245,4009,0.07240381091833115,0.08888889104127884,0.47058823704719543,0.6693548560142517,0.14953270554542542
0,train,0.6075471639633179,32.49007034301758,250,4009,0.013365752063691616,0.16129031777381897,0.3658536672592163,0.6517857313156128,0.2238806039094925
