GameId, Board, HandOne, HandTwo, MoveNumber, CurrentPlayer
1915409544, , 19 47 33 17 44 2 4 50 34 43 16 32 15 51, 24 39 41 28 38 37 35 23 48 46 3 7 21 14, 0, 0
1915409544, 323334 41743, 19 47 44 2 50 16 15 51, 24 39 41 28 38 37 35 23 48 46 3 7 21 14, 1, 1
1915409544, 373839 323334 41743, 19 47 44 2 50 16 15 51, 24 41 28 35 23 48 46 3 7 21 14, 2, 0
1915409544, 323334 373839 41743, 19 47 44 2 50 16 15 51 45, 24 41 28 35 23 48 46 3 7 21 14, 3, 1
1915409544, 373839 32333435 41743, 19 47 44 2 50 16 15 51 45, 24 41 28 23 48 46 3 7 21 14, 4, 0
1915409544, 333435 373839 41743 193245, 47 44 2 50 16 15 51, 24 41 28 23 48 46 3 7 21 14, 5, 1
1915409544, 333435 373839 41743 193245, 47 44 2 50 16 15 51, 24 41 28 23 48 46 3 7 21 14 27, 6, 0
1915409544, 333435 373839 41743 193245, 47 44 2 50 16 15 51 20, 24 41 28 23 48 46 3 7 21 14 27, 7, 1
1915409544, 333435 373839 41743 193245, 47 44 2 50 16 15 51 20, 24 41 28 23 48 46 3 7 21 14 27 12, 8, 0
1915409544, 333435 373839 41743 193245, 47 44 2 50 16 15 51 20 30, 24 41 28 23 48 46 3 7 21 14 27 12, 9, 1
1915409544, 333435 373839 41743 193245, 47 44 2 50 16 15 51 20 30, 24 41 28 23 48 46 3 7 21 14 27 12 26, 10, 0
1915409544, 151617 333435 373839 43043 193245, 47 44 2 50 51 20, 24 41 28 23 48 46 3 7 21 14 27 12 26, 11, 1
1915409544, 333435 373839 14151617 43043 193245, 47 44 2 50 51 20, 24 41 28 23 48 46 3 7 21 27 12 26, 12, 0
1915409544, 333435 373839 14151617 43043 193245, 47 44 2 50 51 20 9, 24 41 28 23 48 46 3 7 21 27 12 26, 13, 1
1915409544, 333435 373839 14151617 43043 193245, 47 44 2 50 51 20 9, 24 41 28 23 48 46 3 7 21 27 12 26 8, 14, 0
1915409544, 333435 373839 14151617 43043 193245, 47 44 2 50 51 20 9 52, 24 41 28 23 48 46 3 7 21 27 12 26 8, 15, 1
1915409544, 333435 373839 14151617 43043 193245, 47 44 2 50 51 20 9 52, 24 41 28 23 48 46 3 7 21 27 12 26 8 42, 16, 0
1915409544, 333435 373839 505152 14151617 43043 193245, 47 44 2 20 9, 24 41 28 23 48 46 3 7 21 27 12 26 8 42, 17, 1
1915409544, 141516 333435 414243 41730 193245 243750 123851 263952, 47 44 2 20 9, 28 23 48 46 3 7 21 27 8, 18, 0
1915409544, 141516 333435 41424344 41730 193245 243750 123851 263952, 47 2 20 9, 28 23 48 46 3 7 21 27 8, 19, 1
1915409544, 141516 333435 41424344 41730 193245 243750 123851 263952, 47 2 20 9, 28 23 48 46 3 7 21 27 8 36, 20, 0
1915409544, 141516 333435 41424344 41730 193245 243750 123851 263952, 47 2 20 9 25, 28 23 48 46 3 7 21 27 8 36, 21, 1
1915409544, 141516 343536 41424344 41730 193245 73346 243750 123851 263952, 47 2 20 9 25, 28 23 48 3 21 27 8, 22, 0
1915409544, 141516 33343536 41424344 12253851 41730 193245 72046 243750 263952, 47 2 9, 28 23 48 3 21 27 8, 23, 1
1915409544, 141516 33343536 41424344 12253851 41730 193245 72046 243750 263952, 47 2 9, 28 23 48 3 21 27 8 11, 24, 0
1915409544, 141516 33343536 41424344 12253851 41730 193245 72046 243750 263952, 47 2 9 6, 28 23 48 3 21 27 8 11, 25, 1
1915409544, 141516 35363738 41424344 7203346 41730 193245 82134 112450 122551 263952, 47 2 9 6, 28 23 48 3 27, 26, 0
1915409544, 789 141516 353637 4142434445 12253851 41730 61932 203346 213447 112450 263952, 2, 28 23 48 3 27, 27, 1
1915409544, 141516 192021 232425 414243 6789 3233343536 4445464748 41730 113750 123851 263952, 2, 28 3 27, 28, 0
1915409544, 141516 192021 232425 414243 6789 3233343536 4445464748 41730 113750 123851 263952, 2 29, 28 3 27, 29, 1
1915409544, 141516 192021 232425 414243 6789 3233343536 4445464748 41730 113750 123851 263952, 2 29, 28 3 27 40, 30, 0
1915409544, 141516 192021 232425 414243 6789 3233343536 4445464748 41730 113750 123851 263952, 2 29 49, 28 3 27 40, 31, 1
1915409544, 192021 232425 6789 3233343536 4445464748 4173043 142740 152841 31642 113750 123851 263952, 2 29 49, , 32, 0
