GameId, Board, HandOne, HandTwo, MoveNumber, CurrentPlayer
471373376, , 13 19 48 47 16 46 2 39 5 42 37 34 35 30, 12 36 53 26 10 15 31 29 27 25 41 3 9 22, 0, 0
471373376, , 13 19 48 47 16 46 2 39 5 42 37 34 35 30 33, 12 36 53 26 10 15 31 29 27 25 41 3 9 22, 1, 1
471373376, 9101112, 13 19 48 47 16 46 2 39 5 42 37 34 35 30 33, 36 26 15 31 29 27 25 41 3 22, 2, 0
471373376, 333435 464748 9101112, 13 19 16 2 39 5 42 37 30, 36 26 15 31 29 27 25 41 3 22, 3, 1
471373376, 464748 9101112 33343536, 13 19 16 2 39 5 42 37 30, 26 15 31 29 27 25 41 3 22, 4, 0
471373376, 464748 910111213 3334353637, 19 16 2 39 5 42 30, 26 15 31 29 27 25 41 3 22, 5, 1
471373376, 464748 910111213 3334353637, 19 16 2 39 5 42 30, 26 15 31 29 27 25 41 3 22 23, 6, 0
471373376, 464748 910111213 3334353637, 19 16 2 39 5 42 30 1, 26 15 31 29 27 25 41 3 22 23, 7, 1
471373376, 464748 910111213 3334353637, 19 16 2 39 5 42 30 1, 26 15 31 29 27 25 41 3 22 23 44, 8, 0
471373376, 464748 910111213 3334353637, 19 16 2 39 5 42 30 1 50, 26 15 31 29 27 25 41 3 22 23 44, 9, 1
471373376, 464748 910111213 3334353637, 19 16 2 39 5 42 30 1 50, 26 15 31 29 27 25 41 3 22 23 44 7, 10, 0
471373376, 464748 910111213 3334353637, 19 16 2 39 5 42 30 1 50 18, 26 15 31 29 27 25 41 3 22 23 44 7, 11, 1
471373376, 464748 910111213 3334353637, 19 16 2 39 5 42 30 1 50 18, 26 15 31 29 27 25 41 3 22 23 44 7 21, 12, 0
471373376, 464748 910111213 3334353637, 19 16 2 39 5 42 30 1 50 18 14, 26 15 31 29 27 25 41 3 22 23 44 7 21, 13, 1
471373376, 353637 10111213 73346 213447 92248, 19 16 2 39 5 42 30 1 50 18 14, 26 15 31 29 27 25 41 3 23 44, 14, 0
471373376, 353637 10111213 73346 213447 92248, 19 16 2 39 5 42 30 1 50 18 14 52, 26 15 31 29 27 25 41 3 23 44, 15, 1
471373376, 353637 10111213 73346 213447 92248, 19 16 2 39 5 42 30 1 50 18 14 52, 26 15 31 29 27 25 41 3 23 44 24, 16, 0
471373376, 101112 353637 73346 213447 92248 133952, 19 16 2 5 42 30 1 50 18 14, 26 15 31 29 27 25 41 3 23 44 24, 17, 1
471373376, 101112 353637 23242526 73346 213447 92248 133952, 19 16 2 5 42 30 1 50 18 14, 15 31 29 27 41 3 44, 18, 0
471373376, 101112 353637 23242526 73346 213447 92248 133952, 19 16 2 5 42 30 1 50 18 14 45, 15 31 29 27 41 3 44, 19, 1
471373376, 101112 353637 23242526 73346 213447 92248 133952, 19 16 2 5 42 30 1 50 18 14 45, 15 31 29 27 41 3 44 28, 20, 0
471373376, 101112 353637 23242526 73346 213447 92248 133952, 19 16 2 5 42 30 1 50 18 14 45 43, 15 31 29 27 41 3 44 28, 21, 1
471373376, 101112 232425 353637 13263952 152841 73346 213447 92248, 19 16 2 5 42 30 1 50 18 14 45 43, 31 29 27 3 44, 22, 0
471373376, 101112 141516 353637 23242526 22841 73346 213447 92248 133952, 19 5 42 30 1 50 18 45 43, 31 29 27 3 44, 23, 1
471373376, 101112 141516 353637 23242526 22841 73346 213447 92248 133952, 19 5 42 30 1 50 18 45 43, 31 29 27 3 44 4, 24, 0
471373376, 101112 141516 353637 23242526 22841 73346 213447 92248 133952, 19 5 42 30 1 50 18 45 43 20, 31 29 27 3 44 4, 25, 1
471373376, 101112 141516 353637 23242526 22841 73346 213447 92248 133952, 19 5 42 30 1 50 18 45 43 20, 31 29 27 3 44 4 8, 26, 0
471373376, 101112 141516 181920 353637 23242526 22841 73346 213447 92248 133952, 5 42 30 1 50 45 43, 31 29 27 3 44 4 8, 27, 1
471373376, 789 101112 141516 192021 464748 2223242526 3334353637 22841 183144 133952, 5 42 30 1 50 45 43, 29 27 3 4, 28, 0
471373376, 789 101112 141516 192021 424344 45464748 2223242526 3334353637 22841 51831 133952, 30 1 50, 29 27 3 4, 29, 1
471373376, 234 789 101112 141516 181920 272829 414243 45464748 2122232425 3334353637 13263952 53144, 30 1 50, , 30, 0
