GameId, Board, HandOne, HandTwo, MoveNumber, CurrentPlayer
1141511431, , 52 49 12 38 2 20 51 7 18 45 5 13 44 24, 48 39 47 23 27 37 26 46 8 40 15 6 31 43, 0, 0
1141511431, 5 18 44 ;12 38 51 , 52 49 2 20 7 45 13 24, 48 39 47 23 27 37 26 46 8 40 15 6 31 43, 1, 1
1141511431, 5 18 44 ;12 38 51 , 52 49 2 20 7 45 13 24, 48 39 47 23 27 37 26 46 8 40 15 6 31 43 3, 2, 0
1141511431, 5 18 44 ;12 38 51 , 52 49 2 20 7 45 13 24 30, 48 39 47 23 27 37 26 46 8 40 15 6 31 43 3, 3, 1
1141511431, 5 18 44 ;12 38 51 , 52 49 2 20 7 45 13 24 30, 48 39 47 23 27 37 26 46 8 40 15 6 31 43 3 9, 4, 0
1141511431, 5 18 44 ;12 38 51 , 52 49 2 20 7 45 13 24 30 17, 48 39 47 23 27 37 26 46 8 40 15 6 31 43 3 9, 5, 1
1141511431, 5 18 44 ;12 38 51 , 52 49 2 20 7 45 13 24 30 17, 48 39 47 23 27 37 26 46 8 40 15 6 31 43 3 9 42, 6, 0
1141511431, 5 18 44 ;12 38 51 , 52 49 2 20 7 45 13 24 30 17 25, 48 39 47 23 27 37 26 46 8 40 15 6 31 43 3 9 42, 7, 1
1141511431, 5 18 44 ;12 38 51 , 52 49 2 20 7 45 13 24 30 17 25, 48 39 47 23 27 37 26 46 8 40 15 6 31 43 3 9 42 19, 8, 0
1141511431, 12 25 38 51 ;5 18 44 , 52 49 2 20 7 45 13 24 30 17, 48 39 47 23 27 37 26 46 8 40 15 6 31 43 3 9 42 19, 9, 1
1141511431, 12 25 38 51 ;5 18 44 , 52 49 2 20 7 45 13 24 30 17, 48 39 47 23 27 37 26 46 8 40 15 6 31 43 3 9 42 19 34, 10, 0
1141511431, 12 25 38 51 ;5 18 44 , 52 49 2 20 7 45 13 24 30 17 11, 48 39 47 23 27 37 26 46 8 40 15 6 31 43 3 9 42 19 34, 11, 1
1141511431, 12 25 38 51 ;5 18 44 , 52 49 2 20 7 45 13 24 30 17 11, 48 39 47 23 27 37 26 46 8 40 15 6 31 43 3 9 42 19 34 1, 12, 0
1141511431, 11 12 13 ;5 18 44 ;25 38 51 , 52 49 2 20 7 45 24 30 17, 48 39 47 23 27 37 26 46 8 40 15 6 31 43 3 9 42 19 34 1, 13, 1
1141511431, 11 12 13 ;5 18 44 ;25 38 51 , 52 49 2 20 7 45 24 30 17, 48 39 47 23 27 37 26 46 8 40 15 6 31 43 3 9 42 19 34 1 53, 14, 0
1141511431, 11 12 13 ;5 18 44 ;25 38 51 , 52 49 2 20 7 45 24 30 17 28, 48 39 47 23 27 37 26 46 8 40 15 6 31 43 3 9 42 19 34 1 53, 15, 1
1141511431, 46 47 48 ;1 27 40 ;6 7 8 9 ;11 12 13 ;5 18 44 ;25 38 51 , 52 49 2 20 7 45 24 30 17 28, 39 23 37 26 15 31 43 3 42 19 34, 16, 0
1141511431, 11 12 13 ;6 7 8 9 ;45 46 47 48 49 ;1 27 40 ;5 18 44 ;25 38 51 , 52 2 20 7 24 30 17 28, 39 23 37 26 15 31 43 3 42 19 34, 17, 1
1141511431, 7 8 9 ;11 12 13 ;42 43 44 ;46 47 48 49 ;1 27 40 ;5 18 31 ;6 19 45 ;25 38 51 , 52 2 20 7 24 30 17 28, 39 23 37 26 15 3 34, 18, 0
1141511431, 7 8 9 ;11 12 13 ;42 43 44 ;46 47 48 49 ;1 27 40 ;5 18 31 ;6 19 45 ;25 38 51 , 52 2 20 7 24 30 17 28 50, 39 23 37 26 15 3 34, 19, 1
1141511431, 7 8 9 ;11 12 13 ;42 43 44 ;46 47 48 49 ;1 27 40 ;5 18 31 ;6 19 45 ;25 38 51 , 52 2 20 7 24 30 17 28 50, 39 23 37 26 15 3 34 36, 20, 0
1141511431, 7 8 9 ;11 12 13 ;42 43 44 ;46 47 48 49 50 ;1 27 40 ;5 18 31 ;6 19 45 ;25 38 51 , 52 2 20 7 24 30 17 28, 39 23 37 26 15 3 34 36, 21, 1
1141511431, 7 8 9 ;42 43 44 ;46 47 48 ;12 25 38 51 ;1 27 40 ;5 18 31 ;6 19 45 ;23 36 49 ;11 37 50 ;13 26 39 , 52 2 20 7 24 30 17 28, 15 3 34, 22, 0
1141511431, 7 8 9 ;11 12 13 ;24 25 26 ;37 38 39 ;42 43 44 ;46 47 48 ;50 51 52 ;1 27 40 ;5 18 31 ;6 19 45 ;23 36 49 , 2 20 7 30 17 28, 15 3 34, 23, 1
