GameId, Board, HandOne, HandTwo, MoveNumber, CurrentPlayer
-1684332367, , 46 44 28 24 38 7 41 16 20 14 8 21 17 9, 45 42 50 43 25 10 13 52 6 32 1 29 4 51, 0, 0
-1684332367, , 46 44 28 24 38 7 41 16 20 14 8 21 17 9 33, 45 42 50 43 25 10 13 52 6 32 1 29 4 51, 1, 1
-1684332367, 50 51 52 ;6 32 45 , 46 44 28 24 38 7 41 16 20 14 8 21 17 9 33, 42 43 25 10 13 1 29 4, 2, 0
-1684332367, 7 8 9 ;20 33 46 ;50 51 52 ;6 32 45 , 44 28 24 38 41 16 14 21 17, 42 43 25 10 13 1 29 4, 3, 1
-1684332367, 50 51 52 ;7 8 9 10 ;6 32 45 ;20 33 46 , 44 28 24 38 41 16 14 21 17, 42 43 25 13 1 29 4, 4, 0
-1684332367, 50 51 52 ;7 8 9 10 ;6 32 45 ;20 33 46 , 44 28 24 38 41 16 14 21 17 37, 42 43 25 13 1 29 4, 5, 1
-1684332367, 50 51 52 ;7 8 9 10 ;6 32 45 ;20 33 46 , 44 28 24 38 41 16 14 21 17 37, 42 43 25 13 1 29 4 49, 6, 0
-1684332367, 50 51 52 ;7 8 9 10 ;6 32 45 ;20 33 46 , 44 28 24 38 41 16 14 21 17 37 18, 42 43 25 13 1 29 4 49, 7, 1
-1684332367, 7 8 9 10 ;49 50 51 52 ;6 32 45 ;20 33 46 , 44 28 24 38 41 16 14 21 17 37 18, 42 43 25 13 1 29 4, 8, 0
-1684332367, 16 17 18 ;7 8 9 10 ;49 50 51 52 ;6 32 45 ;20 33 46 , 44 28 24 38 41 14 21 37, 42 43 25 13 1 29 4, 9, 1
-1684332367, 16 17 18 ;7 8 9 10 ;49 50 51 52 ;6 32 45 ;20 33 46 , 44 28 24 38 41 14 21 37, 42 43 25 13 1 29 4 3, 10, 0
-1684332367, 16 17 18 ;7 8 9 10 ;49 50 51 52 ;6 32 45 ;20 33 46 , 44 28 24 38 41 14 21 37 26, 42 43 25 13 1 29 4 3, 11, 1
-1684332367, 16 17 18 ;7 8 9 10 ;49 50 51 52 ;3 29 42 ;6 32 45 ;20 33 46 , 44 28 24 38 41 14 21 37 26, 43 25 13 1 4, 12, 0
-1684332367, 16 17 18 ;7 8 9 10 ;49 50 51 52 ;3 29 42 ;6 32 45 ;20 33 46 , 44 28 24 38 41 14 21 37 26 5, 43 25 13 1 4, 13, 1
-1684332367, 16 17 18 ;7 8 9 10 ;49 50 51 52 ;3 29 42 ;6 32 45 ;20 33 46 , 44 28 24 38 41 14 21 37 26 5, 43 25 13 1 4 2, 14, 0
-1684332367, 16 17 18 ;7 8 9 10 ;49 50 51 52 ;3 29 42 ;6 32 45 ;20 33 46 , 44 28 24 38 41 14 21 37 26 5 11, 43 25 13 1 4 2, 15, 1
-1684332367, 16 17 18 ;7 8 9 10 ;49 50 51 52 ;3 29 42 ;6 32 45 ;20 33 46 , 44 28 24 38 41 14 21 37 26 5 11, 43 25 13 1 4 2 35, 16, 0
-1684332367, 16 17 18 ;7 8 9 10 ;49 50 51 52 ;3 29 42 ;6 32 45 ;20 33 46 ;11 24 37 , 44 28 38 41 14 21 26 5, 43 25 13 1 4 2 35, 17, 1
-1684332367, 16 17 18 ;7 8 9 10 ;49 50 51 52 ;3 29 42 ;6 32 45 ;20 33 46 ;11 24 37 , 44 28 38 41 14 21 26 5, 43 25 13 1 4 2 35 47, 18, 0
-1684332367, 16 17 18 ;7 8 9 10 ;49 50 51 52 ;3 29 42 ;6 32 45 ;20 33 46 ;11 24 37 , 44 28 38 41 14 21 26 5 30, 43 25 13 1 4 2 35 47, 19, 1
-1684332367, 16 17 18 ;7 8 9 10 ;49 50 51 52 ;3 29 42 ;6 32 45 ;20 33 46 ;11 24 37 , 44 28 38 41 14 21 26 5 30, 43 25 13 1 4 2 35 47 12, 20, 0
-1684332367, 16 17 18 ;7 8 9 10 ;49 50 51 52 ;3 29 42 ;6 32 45 ;20 33 46 ;11 24 37 , 44 28 38 41 14 21 26 5 30 34, 43 25 13 1 4 2 35 47 12, 21, 1
-1684332367, 16 17 18 ;7 8 9 10 ;49 50 51 52 ;3 29 42 ;6 32 45 ;20 33 46 ;11 24 37 , 44 28 38 41 14 21 26 5 30 34, 43 25 13 1 4 2 35 47 12 22, 22, 0
-1684332367, 16 17 18 ;7 8 9 10 ;49 50 51 52 ;3 29 42 ;6 32 45 ;20 33 46 ;11 24 37 , 44 28 38 41 14 21 26 5 30 34 31, 43 25 13 1 4 2 35 47 12 22, 23, 1
