GameId, Board, HandOne, HandTwo, MoveNumber, CurrentPlayer
1804848487, , 28 40 27 6 11 48 18 8 50 32 23 10 49 7, 53 31 43 19 36 29 47 12 15 17 37 41 46 44, 0, 0
1804848487, 6 7 8 ;10 23 49 , 28 40 27 11 48 18 50 32, 53 31 43 19 36 29 47 12 15 17 37 41 46 44, 1, 1
1804848487, 43 44 45 46 47 ;6 7 8 ;10 23 49 , 28 40 27 11 48 18 50 32, 31 19 36 29 12 15 17 37 41, 2, 0
1804848487, 6 7 8 ;43 44 45 ;46 47 48 ;10 23 49 , 28 40 27 11 18 50 32, 31 19 36 29 12 15 17 37 41, 3, 1
1804848487, 6 7 8 ;43 44 45 ;46 47 48 49 ;10 23 36 , 28 40 27 11 18 50 32, 31 19 29 12 15 17 37 41, 4, 0
1804848487, 6 7 8 ;48 49 50 ;43 44 45 46 47 ;10 23 36 , 28 40 27 11 18 32, 31 19 29 12 15 17 37 41, 5, 1
1804848487, 6 7 8 ;48 49 50 ;43 44 45 46 47 ;10 23 36 , 28 40 27 11 18 32, 31 19 29 12 15 17 37 41 45, 6, 0
1804848487, 6 7 8 ;48 49 50 ;43 44 45 46 47 ;10 23 36 , 28 40 27 11 18 32 13, 31 19 29 12 15 17 37 41 45, 7, 1
1804848487, 6 7 8 ;48 49 50 ;43 44 45 46 47 ;10 23 36 , 28 40 27 11 18 32 13, 31 19 29 12 15 17 37 41 45 9, 8, 0
1804848487, 6 7 8 ;48 49 50 ;43 44 45 46 47 ;10 23 36 , 28 40 27 11 18 32 13 20, 31 19 29 12 15 17 37 41 45 9, 9, 1
1804848487, 48 49 50 ;6 7 8 9 ;43 44 45 46 47 ;10 23 36 , 28 40 27 11 18 32 13 20, 31 19 29 12 15 17 37 41 45, 10, 0
1804848487, 48 49 50 ;6 7 8 9 ;43 44 45 46 47 ;10 23 36 , 28 40 27 11 18 32 13 20 16, 31 19 29 12 15 17 37 41 45, 11, 1
1804848487, 48 49 50 ;6 7 8 9 ;43 44 45 46 47 ;10 23 36 , 28 40 27 11 18 32 13 20 16, 31 19 29 12 15 17 37 41 45 52, 12, 0
1804848487, 48 49 50 ;6 7 8 9 ;43 44 45 46 47 ;10 23 36 , 28 40 27 11 18 32 13 20 16 38, 31 19 29 12 15 17 37 41 45 52, 13, 1
1804848487, 48 49 50 ;6 7 8 9 ;43 44 45 46 47 ;10 23 36 , 28 40 27 11 18 32 13 20 16 38, 31 19 29 12 15 17 37 41 45 52 22, 14, 0
1804848487, 48 49 50 ;6 7 8 9 ;43 44 45 46 47 ;10 23 36 , 28 40 27 11 18 32 13 20 16 38 39, 31 19 29 12 15 17 37 41 45 52 22, 15, 1
1804848487, 48 49 50 ;6 7 8 9 ;43 44 45 46 47 ;10 23 36 , 28 40 27 11 18 32 13 20 16 38 39, 31 19 29 12 15 17 37 41 45 52 22 26, 16, 0
1804848487, 48 49 50 ;6 7 8 9 ;43 44 45 46 47 ;10 23 36 , 28 40 27 11 18 32 13 20 16 38 39 1, 31 19 29 12 15 17 37 41 45 52 22 26, 17, 1
1804848487, 48 49 50 ;6 7 8 9 ;43 44 45 46 47 ;10 23 36 , 28 40 27 11 18 32 13 20 16 38 39 1, 31 19 29 12 15 17 37 41 45 52 22 26 42, 18, 0
1804848487, 48 49 50 ;6 7 8 9 ;43 44 45 46 47 ;1 27 40 ;10 23 36 , 28 11 18 32 13 20 16 38 39, 31 19 29 12 15 17 37 41 45 52 22 26 42, 19, 1
1804848487, 7 8 9 ;41 42 43 44 ;46 47 48 49 50 ;1 27 40 ;6 19 45 ;10 23 36 , 28 11 18 32 13 20 16 38 39, 31 29 12 15 17 37 45 52 22 26, 20, 0
1804848487, 7 8 9 ;18 19 20 ;41 42 43 44 ;46 47 48 49 50 ;1 27 40 ;6 32 45 ;10 23 36 , 28 11 13 16 38 39, 31 29 12 15 17 37 45 52 22 26, 21, 1
1804848487, 7 8 9 ;17 18 19 20 ;41 42 43 44 ;46 47 48 49 50 ;1 27 40 ;6 32 45 ;10 23 36 , 28 11 13 16 38 39, 31 29 12 15 37 45 52 22 26, 22, 0
1804848487, 7 8 9 ;41 42 43 44 ;16 17 18 19 20 ;46 47 48 49 50 ;1 27 40 ;6 32 45 ;10 23 36 , 28 11 13 38 39, 31 29 12 15 37 45 52 22 26, 23, 1
1804848487, 7 8 9 ;15 16 17 ;18 19 20 ;41 42 43 44 ;46 47 48 49 50 ;1 27 40 ;6 32 45 ;10 23 36 , 28 11 13 38 39, 31 29 12 37 45 52 22 26, 24, 0
1804848487, 7 8 9 ;42 43 44 ;16 17 18 19 20 ;46 47 48 49 50 ;1 27 40 ;15 28 41 ;6 32 45 ;10 23 36 , 11 13 38 39, 31 29 12 37 45 52 22 26, 25, 1
1804848487, 7 8 9 ;42 43 44 ;16 17 18 19 20 ;46 47 48 49 50 ;1 27 40 ;15 28 41 ;6 32 45 ;10 23 36 , 11 13 38 39, 31 29 12 37 45 52 22 26 14, 26, 0
