GameId, Board, HandOne, HandTwo, MoveNumber, CurrentPlayer
-591668514, , 43 44 33 5 50 48 17 14 51 41 2 29 6 3, 24 12 52 23 15 10 45 32 39 9 13 28 37 8, 0, 0
-591668514, , 43 44 33 5 50 48 17 14 51 41 2 29 6 3 25, 24 12 52 23 15 10 45 32 39 9 13 28 37 8, 1, 1
-591668514, 8910 133952, 43 44 33 5 50 48 17 14 51 41 2 29 6 3 25, 24 12 23 15 45 32 28 37, 2, 0
-591668514, 8910 133952, 43 44 33 5 50 48 17 14 51 41 2 29 6 3 25 40, 24 12 23 15 45 32 28 37, 3, 1
-591668514, 8910 133952, 43 44 33 5 50 48 17 14 51 41 2 29 6 3 25 40, 24 12 23 15 45 32 28 37 46, 4, 0
-591668514, 8910 133952, 43 44 33 5 50 48 17 14 51 41 2 29 6 3 25 40 31, 24 12 23 15 45 32 28 37 46, 5, 1
-591668514, 8910 133952, 43 44 33 5 50 48 17 14 51 41 2 29 6 3 25 40 31, 24 12 23 15 45 32 28 37 46 30, 6, 0
-591668514, 8910 133952, 43 44 33 5 50 48 17 14 51 41 2 29 6 3 25 40 31 26, 24 12 23 15 45 32 28 37 46 30, 7, 1
-591668514, 8910 133952, 43 44 33 5 50 48 17 14 51 41 2 29 6 3 25 40 31 26, 24 12 23 15 45 32 28 37 46 30 18, 8, 0
-591668514, 8910 133952, 43 44 33 5 50 48 17 14 51 41 2 29 6 3 25 40 31 26 53, 24 12 23 15 45 32 28 37 46 30 18, 9, 1
-591668514, 8910 133952, 43 44 33 5 50 48 17 14 51 41 2 29 6 3 25 40 31 26 53, 24 12 23 15 45 32 28 37 46 30 18 4, 10, 0
-591668514, 53144 48495051 8910 133952, 43 33 17 14 41 2 29 6 3 25 40 26, 24 12 23 15 45 32 28 37 46 30 18 4, 11, 1
-591668514, 8910 444546 48495051 51831 133952, 43 33 17 14 41 2 29 6 3 25 40 26, 24 12 23 15 32 28 37 30 4, 12, 0
-591668514, 8910 43444546 4849505152 51831 132639, 33 17 14 41 2 29 6 3 25 40, 24 12 23 15 32 28 37 30 4, 13, 1
-591668514, 8910 444546 4849505152 43043 51831 132639, 33 17 14 41 2 29 6 3 25 40, 24 12 23 15 32 28 37, 14, 0
-591668514, 234 8910 444546 4849505152 173043 51831 132639, 33 14 41 29 6 25 40, 24 12 23 15 32 28 37, 15, 1
-591668514, 234 8910 444546 4849505152 173043 51831 132639, 33 14 41 29 6 25 40, 24 12 23 15 32 28 37 21, 16, 0
-591668514, 234 8910 444546 4849505152 173043 51831 132639, 33 14 41 29 6 25 40 27, 24 12 23 15 32 28 37 21, 17, 1
