GameId, Board, HandOne, HandTwo, MoveNumber, CurrentPlayer
-586397704, , 50 25 28 44 41 14 18 35 3 13 32 33 40 4, 22 46 51 19 6 27 37 43 53 5 38 20 24 42, 0, 0
-586397704, , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29, 22 46 51 19 6 27 37 43 53 5 38 20 24 42, 1, 1
-586397704, 19 20 53 22 , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29, 46 51 6 27 37 43 5 38 24 42, 2, 0
-586397704, 19 20 53 22 , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29 26, 46 51 6 27 37 43 5 38 24 42, 3, 1
-586397704, 19 20 53 22 , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29 26, 46 51 6 27 37 43 5 38 24 42 48, 4, 0
-586397704, 19 20 53 22 , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29 26 16, 46 51 6 27 37 43 5 38 24 42 48, 5, 1
-586397704, 19 20 53 22 , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29 26 16, 46 51 6 27 37 43 5 38 24 42 48 34, 6, 0
-586397704, 19 20 53 22 , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29 26 16 31, 46 51 6 27 37 43 5 38 24 42 48 34, 7, 1
-586397704, 19 20 53 22 , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29 26 16 31, 46 51 6 27 37 43 5 38 24 42 48 34 39, 8, 0
-586397704, 19 20 53 22 , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29 26 16 31 15, 46 51 6 27 37 43 5 38 24 42 48 34 39, 9, 1
-586397704, 37 38 39 ;19 20 53 22 , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29 26 16 31 15, 46 51 6 27 43 5 24 42 48 34, 10, 0
-586397704, 37 38 39 ;19 20 53 22 , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29 26 16 31 15 30, 46 51 6 27 43 5 24 42 48 34, 11, 1
-586397704, 37 38 39 ;19 20 53 22 , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29 26 16 31 15 30, 46 51 6 27 43 5 24 42 48 34 9, 12, 0
-586397704, 37 38 39 ;19 20 53 22 , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29 26 16 31 15 30 49, 46 51 6 27 43 5 24 42 48 34 9, 13, 1
-586397704, 37 38 39 ;9 22 48 ;19 20 53 , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29 26 16 31 15 30 49, 46 51 6 27 43 5 24 42 34, 14, 0
-586397704, 37 38 39 ;9 22 48 ;19 20 53 , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29 26 16 31 15 30 49 45, 46 51 6 27 43 5 24 42 34, 15, 1
-586397704, 37 38 39 ;9 22 48 ;19 20 53 , 50 25 28 44 41 14 18 35 3 13 32 33 40 4 29 26 16 31 15 30 49 45, 46 51 6 27 43 5 24 42 34 36, 16, 0
