GameId, Board, HandOne, HandTwo, MoveNumber, CurrentPlayer
369193016, , 53 39 27 36 28 47 23 22 52 24 7 13 2 50, 45 26 38 21 12 41 40 44 48 4 30 31 33 35, 0, 0
369193016, 22 23 24 , 53 39 27 36 28 47 52 7 13 2 50, 45 26 38 21 12 41 40 44 48 4 30 31 33 35, 1, 1
369193016, 22 23 24 , 53 39 27 36 28 47 52 7 13 2 50, 45 26 38 21 12 41 40 44 48 4 30 31 33 35 10, 2, 0
369193016, 13 39 52 ;22 23 24 , 53 27 36 28 47 7 2 50, 45 26 38 21 12 41 40 44 48 4 30 31 33 35 10, 3, 1
369193016, 13 39 52 ;22 23 24 , 53 27 36 28 47 7 2 50, 45 26 38 21 12 41 40 44 48 4 30 31 33 35 10 18, 4, 0
369193016, 13 39 52 ;22 23 24 , 53 27 36 28 47 7 2 50 43, 45 26 38 21 12 41 40 44 48 4 30 31 33 35 10 18, 5, 1
369193016, 13 39 52 ;22 23 24 , 53 27 36 28 47 7 2 50 43, 45 26 38 21 12 41 40 44 48 4 30 31 33 35 10 18 17, 6, 0
369193016, 13 39 52 ;22 23 24 , 53 27 36 28 47 7 2 50 43 1, 45 26 38 21 12 41 40 44 48 4 30 31 33 35 10 18 17, 7, 1
369193016, 13 39 52 ;22 23 24 , 53 27 36 28 47 7 2 50 43 1, 45 26 38 21 12 41 40 44 48 4 30 31 33 35 10 18 17 15, 8, 0
369193016, 13 39 52 ;22 23 24 , 53 27 36 28 47 7 2 50 43 1 6, 45 26 38 21 12 41 40 44 48 4 30 31 33 35 10 18 17 15, 9, 1
369193016, 13 39 52 ;22 23 24 , 53 27 36 28 47 7 2 50 43 1 6, 45 26 38 21 12 41 40 44 48 4 30 31 33 35 10 18 17 15 34, 10, 0
369193016, 13 39 52 ;22 23 24 , 53 27 36 28 47 7 2 50 43 1 6 25, 45 26 38 21 12 41 40 44 48 4 30 31 33 35 10 18 17 15 34, 11, 1
369193016, 13 39 52 ;22 23 24 , 53 27 36 28 47 7 2 50 43 1 6 25, 45 26 38 21 12 41 40 44 48 4 30 31 33 35 10 18 17 15 34 32, 12, 0
369193016, 13 39 52 ;22 23 24 , 53 27 36 28 47 7 2 50 43 1 6 25 42, 45 26 38 21 12 41 40 44 48 4 30 31 33 35 10 18 17 15 34 32, 13, 1
369193016, 32 33 34 ;18 31 44 ;13 39 52 ;22 23 24 , 53 27 36 28 47 7 2 50 43 1 6 25 42, 45 26 38 21 12 41 40 48 4 30 35 10 17 15, 14, 0
369193016, 32 33 34 ;18 31 44 ;13 39 52 ;22 23 24 , 53 27 36 28 47 7 2 50 43 1 6 25 42 5, 45 26 38 21 12 41 40 48 4 30 35 10 17 15, 15, 1
369193016, 13 39 52 ;21 22 23 24 ;4 17 30 ;32 33 34 35 ;18 31 44 , 53 27 36 28 47 7 2 50 43 1 6 25 42 5, 45 26 38 12 41 40 48 10 15, 16, 0
369193016, 5 6 7 ;42 43 53 ;13 39 52 ;21 22 23 24 ;4 17 30 ;32 33 34 35 ;18 31 44 , 27 36 28 47 2 50 1 25, 45 26 38 12 41 40 48 10 15, 17, 1
369193016, 4 17 43 ;5 6 7 ;21 22 23 24 ;30 31 32 ;13 39 52 ;40 41 42 ;33 34 35 ;18 53 44 , 27 36 28 47 2 50 1 25, 45 26 38 12 48 10 15, 18, 0
369193016, 4 17 43 ;5 6 7 ;21 22 23 24 ;30 31 32 ;13 39 52 ;40 41 42 ;33 34 35 ;18 53 44 , 27 36 28 47 2 50 1 25 37, 45 26 38 12 48 10 15, 19, 1
369193016, 4 17 43 ;5 6 7 ;21 22 23 24 ;30 31 32 ;13 39 52 ;40 41 42 ;33 34 35 ;18 53 44 , 27 36 28 47 2 50 1 25 37, 45 26 38 12 48 10 15 11, 20, 0
369193016, 4 17 43 ;5 6 7 ;21 22 23 24 ;30 31 32 ;13 39 52 ;40 41 42 ;33 34 35 ;18 53 44 , 27 36 28 47 2 50 1 25 37 16, 45 26 38 12 48 10 15 11, 21, 1
369193016, 32 33 34 35 53 ;4 17 30 43 ;10 11 12 ;13 39 52 ;5 6 7 ;40 41 42 ;21 22 23 24 ;18 31 44 , 27 36 28 47 2 50 1 25 37 16, 45 26 38 48 15, 22, 0
369193016, 32 33 34 35 53 ;4 17 30 43 ;10 11 12 ;13 39 52 ;5 6 7 ;40 41 42 ;21 22 23 24 ;18 31 44 , 27 36 28 47 2 50 1 25 37 16 14, 45 26 38 48 15, 23, 1
369193016, 21 22 23 24 53 ;13 26 39 52 ;40 41 42 ;5 6 7 ;10 11 12 ;32 33 34 35 ;4 17 30 43 ;18 31 44 , 27 36 28 47 2 50 1 25 37 16 14, 45 38 48 15, 24, 0
369193016, 21 22 23 24 53 ;13 26 39 52 ;40 41 42 ;5 6 7 ;10 11 12 ;32 33 34 35 ;4 17 30 43 ;18 31 44 , 27 36 28 47 2 50 1 25 37 16 14 19, 45 38 48 15, 25, 1
369193016, 21 22 23 24 53 ;13 26 39 52 ;40 41 42 ;5 6 7 ;10 11 12 ;32 33 34 35 ;4 17 30 43 ;18 31 44 , 27 36 28 47 2 50 1 25 37 16 14 19, 45 38 48 15 9, 26, 0
369193016, 21 22 23 24 53 ;13 26 39 52 ;40 41 42 ;5 6 7 ;10 11 12 ;32 33 34 35 ;4 17 30 43 ;18 31 44 , 27 36 28 47 2 50 1 25 37 16 14 19 20, 45 38 48 15 9, 27, 1
369193016, 40 41 42 43 ;10 11 12 53 ;18 31 44 ;32 33 34 ;5 6 7 ;4 17 30 ;13 26 39 52 ;21 22 23 24 ;9 35 48 , 27 36 28 47 2 50 1 25 37 16 14 19 20, 45 38 15, 28, 0
369193016, 40 41 42 43 ;10 11 12 53 ;18 31 44 ;32 33 34 ;5 6 7 ;4 17 30 ;13 26 39 52 ;21 22 23 24 ;9 35 48 , 27 36 28 47 2 50 1 25 37 16 14 19 20 3, 45 38 15, 29, 1
369193016, 40 41 42 43 ;10 11 12 53 ;18 31 44 ;32 33 34 ;5 6 7 ;4 17 30 ;13 26 39 52 ;21 22 23 24 ;9 35 48 , 27 36 28 47 2 50 1 25 37 16 14 19 20 3, 45 38 15 8, 30, 0
369193016, 40 41 42 43 ;10 11 12 53 ;18 31 44 ;32 33 34 ;5 6 7 ;4 17 30 ;13 26 39 52 ;21 22 23 24 ;9 35 48 , 27 36 28 47 2 50 1 25 37 16 14 19 20 3 46, 45 38 15 8, 31, 1
369193016, 40 41 42 43 ;10 11 12 53 ;18 31 44 ;32 33 34 ;5 6 7 ;4 17 30 ;13 26 39 52 ;21 22 23 24 ;9 35 48 , 27 36 28 47 2 50 1 25 37 16 14 19 20 3 46, 45 38 15 8 29, 32, 0
